epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
76,8611.96,1.06023,1.30516,0.01322,0.8087,0.714,0.80127,0.60428,0.97822,0.93702,0.01642,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,8726.7,1.0625,1.30293,0.01322,0.81241,0.71318,0.80213,0.60485,0.97891,0.93398,0.01644,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,8840.89,1.05454,1.29551,0.01301,0.81458,0.71284,0.8026,0.60524,0.97879,0.93254,0.01643,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,8952.68,1.04676,1.29402,0.01309,0.80143,0.72121,0.80238,0.60547,0.97758,0.93336,0.0164,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,9070.22,1.04825,1.26942,0.01292,0.7985,0.72302,0.8025,0.60589,0.9767,0.93449,0.01638,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,9234.51,1.03709,1.26718,0.01279,0.79992,0.72329,0.80253,0.60594,0.97651,0.93429,0.01637,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,9391.82,1.03779,1.26808,0.01287,0.80488,0.7232,0.80298,0.60638,0.97661,0.9326,0.01638,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,9533.04,1.03075,1.25151,0.01275,0.80182,0.72584,0.80376,0.60709,0.97596,0.93231,0.01637,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,9668.66,1.02733,1.24095,0.01266,0.80466,0.72574,0.80472,0.60787,0.97594,0.93094,0.01637,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,9850.61,1.01541,1.23053,0.01246,0.80403,0.72612,0.80425,0.60789,0.9762,0.93039,0.01637,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,10045.7,1.01777,1.23648,0.01262,0.80628,0.72594,0.80426,0.60786,0.97524,0.93108,0.01635,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,10243.3,1.00994,1.20658,0.01243,0.80479,0.72745,0.8049,0.60872,0.9757,0.92847,0.01635,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,10438.4,1.0078,1.21078,0.01248,0.80572,0.72611,0.80541,0.60936,0.97619,0.92671,0.01635,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,10639.3,1.00883,1.20139,0.01243,0.80883,0.72296,0.80522,0.60935,0.97707,0.92543,0.01636,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,10830.6,0.99692,1.19239,0.01223,0.8111,0.72339,0.80449,0.6091,0.97629,0.92662,0.01633,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,11051.3,0.93962,0.88828,0.01377,0.80662,0.72568,0.80449,0.60918,0.97676,0.92494,0.01634,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,11267.1,0.932,0.87207,0.01339,0.80883,0.72649,0.8048,0.60953,0.97644,0.92444,0.01633,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,11486.4,0.9212,0.85817,0.01319,0.81091,0.72586,0.80481,0.60962,0.97633,0.924,0.01632,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,11697.4,0.91043,0.83919,0.01301,0.81156,0.72558,0.80501,0.61016,0.97678,0.92367,0.01633,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,11909.9,0.89962,0.82371,0.01281,0.81304,0.72448,0.80503,0.61042,0.97668,0.92308,0.01632,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,12120.2,0.90359,0.82541,0.01274,0.81307,0.72398,0.80523,0.61056,0.97622,0.92414,0.01631,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,12326.3,0.89327,0.80405,0.01269,0.81357,0.72461,0.80556,0.6111,0.97652,0.92291,0.01633,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,12528.4,0.88773,0.81034,0.01254,0.81323,0.72512,0.8055,0.61156,0.97672,0.92308,0.01633,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,12729.1,0.88746,0.79641,0.01249,0.81469,0.72353,0.80525,0.61154,0.97703,0.92355,0.01632,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,12927.9,0.8839,0.79459,0.01246,0.81221,0.72619,0.80521,0.61149,0.97741,0.9232,0.01632,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
