epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
114,83918.1,0.68746,0.63334,0.21638,0.68813,0.58631,0.62523,0.44689,0.49161,0.58953,0.19786,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,86353.9,0.68318,0.63399,0.21223,0.68709,0.58522,0.62508,0.44387,0.49168,0.59068,0.19789,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,88376.2,0.69739,0.62998,0.21762,0.69103,0.58281,0.62512,0.44284,0.49368,0.58951,0.19884,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,90399.3,0.70989,0.62716,0.2215,0.68439,0.58873,0.62587,0.44174,0.4989,0.5887,0.19984,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,92426.6,0.67033,0.63746,0.21087,0.68751,0.58442,0.62457,0.43596,0.51067,0.58671,0.20181,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,94450.6,0.69279,0.63247,0.21788,0.68962,0.58529,0.62543,0.44124,0.50652,0.5853,0.20054,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,96472.7,0.69687,0.63253,0.21834,0.68928,0.58465,0.62534,0.44154,0.50454,0.587,0.19942,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,98493.5,0.69861,0.63111,0.21743,0.68846,0.58514,0.62533,0.441,0.50541,0.58765,0.199,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,100518,0.70699,0.62731,0.22116,0.69113,0.58375,0.62503,0.43579,0.51094,0.58724,0.20044,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,102542,0.6538,0.63811,0.20703,0.68981,0.58719,0.62643,0.43837,0.50108,0.5879,0.19996,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,104565,0.71415,0.62461,0.22222,0.6931,0.58251,0.62402,0.43028,0.51033,0.58574,0.20154,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,106586,0.68609,0.6299,0.21396,0.69403,0.58345,0.6257,0.43666,0.50417,0.58628,0.20052,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,108610,0.70829,0.62449,0.22105,0.69471,0.5849,0.62637,0.43581,0.5119,0.58739,0.20109,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,110645,0.6616,0.63198,0.2077,0.69548,0.58542,0.6282,0.44077,0.51026,0.58528,0.20061,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,112716,0.70302,0.62312,0.21873,0.69843,0.58667,0.62988,0.44854,0.49787,0.58622,0.19879,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,115203,0.70034,0.62426,0.2188,0.69749,0.58588,0.62903,0.44349,0.50584,0.58413,0.19933,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,117783,0.68944,0.62577,0.21392,0.69728,0.58774,0.62897,0.44212,0.50513,0.58345,0.19926,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,120312,0.67799,0.62745,0.21121,0.69278,0.59112,0.63047,0.4484,0.49589,0.58368,0.19792,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,122819,0.68172,0.62489,0.21205,0.69176,0.59409,0.63181,0.45118,0.49134,0.5848,0.19779,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,125323,0.7165,0.61976,0.2224,0.69824,0.58941,0.63217,0.44817,0.49815,0.58448,0.20068,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,127780,0.66601,0.63054,0.21101,0.70381,0.58674,0.63121,0.44343,0.51005,0.58203,0.20319,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,130304,0.67234,0.6284,0.21144,0.70387,0.58557,0.62982,0.43895,0.51828,0.58059,0.20218,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,132861,0.68791,0.62339,0.21321,0.70605,0.58513,0.63028,0.43489,0.52262,0.57964,0.20341,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,135367,0.66675,0.62776,0.20798,0.70908,0.58096,0.62828,0.4288,0.53993,0.57539,0.20572,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,137923,0.67092,0.62749,0.20901,0.70247,0.58165,0.62643,0.42637,0.55168,0.57163,0.20745,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,140496,0.64954,0.63018,0.20292,0.70472,0.57638,0.62055,0.41136,0.58071,0.56202,0.21218,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
