epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
103,18560,0.28952,0.5413,0.21036,0.80266,0.78188,0.83545,0.63967,0.31106,0.55246,0.32718,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,18841.5,0.30786,0.54784,0.21822,0.8031,0.78412,0.83594,0.64012,0.31077,0.55282,0.32693,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,19122,0.28078,0.52807,0.20512,0.80482,0.7836,0.83606,0.6403,0.31036,0.55313,0.32629,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,19402.6,0.28302,0.53404,0.20839,0.80562,0.7827,0.83595,0.63992,0.31022,0.55353,0.32697,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,19683.3,0.28145,0.52722,0.20673,0.80518,0.78301,0.83629,0.64042,0.31042,0.55278,0.32622,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,19963.6,0.26327,0.51186,0.19726,0.80639,0.77872,0.83597,0.64009,0.31018,0.55357,0.32621,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,20243.7,0.26177,0.50889,0.1959,0.80732,0.77756,0.83633,0.64045,0.31072,0.55179,0.32727,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,20524,0.25968,0.50204,0.19371,0.80711,0.77771,0.83619,0.64048,0.31053,0.5519,0.3272,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,20804.5,0.26609,0.50141,0.19766,0.80756,0.78021,0.83622,0.64065,0.31065,0.5512,0.32681,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,21085.4,0.28059,0.51888,0.20248,0.8087,0.77814,0.83636,0.64093,0.31041,0.55156,0.32618,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,21365.6,0.25708,0.49538,0.19302,0.81127,0.77755,0.83648,0.64101,0.31045,0.551,0.32694,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,21645.5,0.25374,0.49822,0.19073,0.81272,0.77902,0.83734,0.64179,0.31074,0.55011,0.32703,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,21926.2,0.2542,0.49249,0.19244,0.81375,0.7784,0.83705,0.64134,0.3101,0.55104,0.32663,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,22207.4,0.25145,0.49174,0.18883,0.81236,0.77951,0.83691,0.6417,0.31056,0.54999,0.32755,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,22488,0.25004,0.48197,0.18743,0.81241,0.78032,0.83683,0.64202,0.31057,0.54942,0.32792,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,22768.8,0.24956,0.47989,0.18581,0.81303,0.781,0.8366,0.64184,0.30995,0.55073,0.32668,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,23049.6,0.24765,0.47965,0.18609,0.81331,0.7802,0.83598,0.64144,0.31023,0.54984,0.32785,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,23330,0.28172,0.50074,0.19839,0.8142,0.78174,0.83621,0.64179,0.31047,0.54894,0.3286,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,23610,0.2541,0.47669,0.18594,0.81443,0.77998,0.83605,0.64152,0.31012,0.55015,0.32772,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,23889.9,0.25733,0.47649,0.18727,0.81367,0.7808,0.83645,0.64205,0.31004,0.54998,0.32744,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,24170.4,0.2735,0.49333,0.19525,0.81379,0.78133,0.83618,0.64191,0.30964,0.55066,0.32721,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,24451.2,0.27391,0.48736,0.1935,0.81231,0.78359,0.83681,0.64218,0.31019,0.54927,0.32805,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
